id,tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Kalimat_Alay,Kalimat_Abusive,Total_KA,Total_A,total_char,total_word,lebel,Type,apakah_ada_kata_enak
61788,ibu hamster akan memakan hidup-hidup bayinya yang cacat. #anehdidunia',0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,70,9,9,Netral,0
61789,"user user user awalnya udh tau sih tp gapeka. sampe gini\n""gara gara shooky jdi burem warna warni gini videonya hahaha"" (ngmng sendiri cem org sarap) :v\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,1,0,0,0,0,0,0,0,0,0,0,"user,user,user,udh,tp,sampe,jdi,burem,gini,cem,org",,0,40,203,26,26,Alay,0
61790,"user user user user user user user user user user user duuhhh.. istilah kata pepatah tiada kenal mk tiada syang,pucuk dicinta ulam tiba,jk brjodoh. sbgm",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,user,user,user,user,user,user,user,user,sbgm",,0,48,152,25,25,Alay,0
61791,"baginda rasulullah berkata, dunia ini adalah perhiasan dan sebaik-baik perhiasan adalah wanita solehah.; ; - hadist riwayat hr. muslim.",0,0,0,0,0,0,0,0,0,0,0,0,hadist,,0,6,135,19,19,Alay,0
61792,"daftar agama asli nusantara (kepercayaan), sebelum islam, khatolik, kristen protestan, buddha, hindu, dan kong hu...",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,116,15,15,Netral,0
61793,"user profil manusia yang terlahir dari sperma yang tertukar, jadilah kaum bani onta dan bani kampret.'",1,1,0,1,0,0,0,0,1,0,1,0,user,"bani,onta,bani",12,4,102,16,16,Anoying,0
61794,user gue terus terang buat kasus bom gak percaya 100%. tapi knp juga sekarg gak bisa 100% satu suara sama lu sperti dulu. bnyak yg hilang. ya mungkin lagi bulan puasa bulan yg baik untuk hijrah.',0,0,0,0,0,0,0,0,0,0,0,0,"user,gak,knp,sekarg,gak,lu,sperti,bnyak,yg,yg",,0,36,195,36,36,Alay,0
61795,user bajingan presiden',1,1,1,0,0,0,0,0,1,1,0,0,user,bajingan,8,4,23,3,3,Anoying,0
61796,"shame on you silvy !! ga malu fitnah?? tuh rasain pak ahok panas, skak mat #debatfinalpilkadajkt",1,0,1,0,0,0,0,0,1,1,0,0,"shame,you,ga,tuh,rasain,skak",,0,23,96,16,16,Alay,0
61797,"bukan termasuk umatku orang yg tak menghormati orang tua,tidak menyayangi anak2 dan tidak memuliakan alim ulama.(hr ahmad, thabrani, hakim)",0,0,0,0,0,0,0,0,0,0,0,0,"yg,anak2",,0,7,139,19,19,Alay,0
61798,user salah pilih itu sial klau salah lagi itu lucu.; sudah sial masih melucu.; #2019gantipresiden #2019gantipresiden user ; #prabowoforpresiden2019 #prabowoforpresiden2019 ; #prabowoforpresiden2019; cukup jelas ; #2019gantipresiden #2019gantipre,1,0,1,0,0,0,0,0,1,1,0,0,"user,klau,user",,0,12,245,27,27,Alay,0
61799,gempar ! moeldoko ngamuk besar tantang prabowo hadapi dirinya bukan presiden jokowi â?? beritaâ terbaru,0,0,0,0,0,0,0,0,0,0,0,0,ngamuk,,0,6,103,15,15,Alay,0
61800,"sorre gengss; warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini, sabtu (21/4) #sebabaduy2018",0,0,0,0,0,0,0,0,0,0,0,0,"sorre,baduy,pemkab",,0,16,199,27,27,Alay,0
61801,sekenario besar lagi di siapkan untuk melemahkan/membinasakan kpk.kalau tdk berhasil imbasny lengserkan jokowi ganti pemimpin pro korupsi,1,0,1,0,0,0,0,0,1,1,0,0,"sekenario,tdk,imbasny",,0,19,137,17,17,Alay,0
61802,"perspektif syariat islam\n\nuntuk memahami bagaimana hukum lgbt perspektif islam , maka perhatikan penjelasan \xe2\x80\x93 penjelasan satu persatu dari lgbt ( lesbi , gay , bisexual , dan transgender )'",0,0,0,0,0,0,0,0,0,0,0,0,,"lgbt,lgbt,lesbi,gay,transgender",27,0,202,29,29,Abusive,0
61803,user awakarin makan buaya\niya iya (?)',0,0,0,0,0,0,0,0,0,0,0,0,"user,awakarin",,0,12,39,6,6,Alay,0
61804,"user user user wew penjilat penghina habib, gimana loe mau minta syafaat bonggg cucu baginda nabi loe hina-hina begini'",1,1,1,0,1,0,0,0,0,1,0,0,"user,user,user,wew,gimana,loe,minta,loe",,0,32,119,19,19,Alay,0
61805,"rt user yang kelima usir orang-orang budha dan kristen dari indonesia, yang terakhir bakar semua rumah rumah orang-orang kristen dan budha",1,0,0,1,1,0,0,0,0,0,0,1,"user,budha,budha",,0,14,138,21,21,Alay,0
61806,"apakah allah benci orang gendut?\n\nbismillah was shalatu was salamu \xe2\x80\x98ala rasulillah, amma ba\xe2\x80\x99du,\n\nada beberapa dalil yang menunjukkan celaan bagi orang gemuk karena banyak makan. diantaranya,\n\ndari imran bin... url",0,0,0,0,0,0,0,0,0,0,0,0,"shalatu,salamu,url",,0,16,241,28,28,Alay,0
61807,buat mca sumbu pendek wahabi bumi datar n yg nyinyir. ini yang kalian sebut anti islam. url,1,0,0,1,1,0,0,0,0,0,1,0,"mca,n,yg,url",,0,9,91,17,17,Alay,0
61808,user pernah naek atas monas? gila hebat',0,0,0,0,0,0,0,0,0,0,0,0,"user,naek",gila,4,8,40,7,7,Anoying,0
61809,usir cina...tidak menghargai..,1,0,0,1,0,1,0,0,0,0,0,1,,,0,0,30,3,3,Netral,0
61810,"selipkan foto dalam sertifikat tanah, jokowi disindir demokrat dan gerindra",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,75,10,10,Netral,0
61811,"hadir pula plt. gubernur jawa tengah, drs. h. heru sudjatmoko, m. si; plt. gubernur jawa tengah; musyawarah kerja wilayah (musykerwil) pwnu jawa tengah 2018. user user ; #nujateng; #musykerwilnujateng2018; #musykerwilpwnujateng2018;",0,0,0,0,0,0,0,0,0,0,0,0,"pwnu,user,user",,0,12,232,30,30,Alay,0
61812,user user itukan pasukan nasi bungkus',0,0,0,0,0,0,0,0,0,0,0,0,"user,user",,0,8,38,6,6,Alay,0
61813,user iya kampungan... alay mah kalo nonton bola ke singapore sama johor malaysia url,0,1,0,0,0,0,0,0,0,0,0,0,"user,mah,kalo,nonton,singapore,url",alay,4,29,84,14,14,Anoying,0
61814,"user user user user cebong mah gitu bang acut... komentar nomor wahid, literasi tak valid... dungu'",1,1,1,0,0,0,0,0,1,1,0,0,"user,user,user,user,mah,gitu",cebong,6,23,99,16,16,Anoying,0
61815,user tidur lah kampang',1,1,1,0,0,0,0,0,1,1,0,0,user,,0,4,23,4,4,Alay,0
61816,mau di-ahok-kan ya?,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,19,3,3,Netral,0
61817,"user keling/kalinga-from merong mahawangsa/kedah annals abt raja mahawangsa (raja maha vamsam, tamil-raja fm great race) going back 2 b4 10th century ad! the 1st 9 sultans of kedah had indian/tamil/hindu/buddhist/thai/malay links. d 9th converted 2",0,0,0,0,0,0,0,0,0,0,0,0,"user,going,b4,10th,1st,sultans,d,9th",,0,29,248,35,35,Alay,0
61818,user banci bgt anjg mantan lo',1,1,1,0,0,0,0,1,0,1,0,0,"user,bgt,anjg",banci,5,11,30,6,6,Anoying,0
61819,"penjahat perang nazi adolf eichmann adalah arsitek ""solusi akhir"" ""nazi paling dicari di dunia,"" memusnahkan orang-orang yahudi dari eropa.'",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,140,19,19,Netral,0
61820,900 ton benih hortikultura tembus pasar ekspor 10 negara,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,56,9,9,Netral,0
61821,"rt user: dia cuma jawab""iya gapapa, tapi suara kamu kok kaya di tahan changi, jadi kedengeran kaya banci""'",0,1,0,0,0,0,0,0,0,0,0,0,"kaya,kedengeran,kaya",,0,18,106,18,18,Alay,0
61822,"rt user: sadarlah wahai anak bangsa, ibu pertiwi sedang diporakporandakan oleh manusia biadab user sebagai aktor utama",1,1,0,1,0,0,0,0,1,0,1,0,"diporakporandakan,user",,0,21,118,17,17,Alay,0
61823,user user user hubahahaha. goblok emang kecebong.\nlu ngetawain dia? dia tawain rekening lu bege \xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,"user,user,user,emang,ngetawain,tawain,lu,bege",goblok,6,38,114,15,15,Anoying,0
61824,melepaskan orang yang kamu cintai jauh lebih sulit dibanding menerima cinta yang baru yang asing bagi hatimu.',0,0,0,0,0,0,0,0,0,0,0,0,,asing,5,0,110,17,17,Abusive,0
61825,noh pengusaha mau lengserkan jokowi kagak di tangkap makar pak polisi???takut ya??,1,0,1,0,0,0,0,0,1,1,0,0,"noh,kagak",,0,8,82,12,12,Alay,0
61826,siswa pun menolak berita hoax dan ingin pilkada kota kediri berjalan dgn damai:,0,0,0,0,0,0,0,0,0,0,0,0,"hoax,pilkada,dgn",,0,14,79,13,13,Alay,0
61827,banyak yg membela pki bermunculan dan kebanyakan para pembela rezim dan pembela ahox . komunis cina sangat berperan .waspada daruratpki,1,0,0,1,0,1,0,0,0,0,1,0,"yg,pki,ahox,daruratpki","rezim,komunis",12,19,135,20,20,Anoying,0
61828,user bukannya stigma babi itu milik tuhan elu si ahok kafir,1,1,1,0,1,0,0,0,0,1,0,0,"user,elu,si","babi,kafir",9,9,59,11,11,Anoying,0
61829,user ini semua ulah aseng\nkaum hestek be like',1,0,0,1,0,0,0,0,1,0,1,0,"user,hestek",,0,10,47,8,8,Alay,0
61830,"buka youtube beberapa hari ini, nongolnya video ttg lucinta luna mulu, siapa sih? mau nonton/browsing males, kayaknya sih bencong.'",0,1,0,0,0,0,0,0,0,0,0,0,"nongolnya,ttg",,0,12,131,19,19,Alay,0
61831,#saweranjateng; #sawerandirmanida; ; sudirman said - ida fauziyah; user; user; ; sudirman said bicara jabatan satu periode cukup ; ;,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,132,20,20,Netral,0
61832,belajarlah dari timor leste..karena pribumi bukan lagi pemilik kedaulatan timor leste etnis cina pengkhianat perompak ahok,1,1,0,1,0,1,0,0,0,0,1,0,pengkhianat,,0,11,122,16,16,Alay,0
61833,"karena mereka sadar rezim ini kesempatan buat neo komunis bangkit kembali,kapan lagi atau tidak sama sekali.",1,0,1,0,0,1,0,0,0,1,0,0,,"rezim,komunis",12,0,108,16,16,Abusive,0
61834,user user user user user cebong doang yg tukang ngamuk..',1,1,0,1,0,0,0,0,1,0,1,0,"user,user,user,user,user,yg",cebong,6,22,57,10,10,Anoying,0
61835,user namanya titit. kalo itu tutut',0,1,0,0,0,0,0,0,0,0,0,0,"user,kalo",,0,8,35,6,6,Alay,0
61836,temen2 sd katolik gw yg pintar2 dan juara itu pada kemana? mana ada yg ikut umptn kecuali si juara umum itu. tapi dia cm 1 semester di ui',0,0,0,0,0,0,0,0,0,0,0,0,"temen2,sd,gw,yg,pintar2,yg,umptn,si,cm",,0,30,138,28,28,Alay,0
61837,"halah sok nanyain sedih kenapa\n\npalingan respon lau ""kobisa gitu?"" \n\nbodo ah. aku capeq jawabnya kak \xf0\x9f\x98\xad'",0,1,0,0,0,0,0,0,0,0,0,0,"halah,nanyain,lau,capeq",,0,20,122,16,16,Alay,0
61838,"user ciah...disosmed aja lantang kau lae...dikasih kesempatan debat culun, planga, plongo...\xf0\x9f\x98\x83\xf0\x9f\x98\x83\xf0\x9f\x98\x83\xf0\x9f\x98\x83'",1,1,1,0,0,0,0,0,1,1,0,0,"user,aja,kau",,0,10,157,11,11,Alay,0
61839,user so dick end\nsangat kntl berakhir',0,1,0,0,0,0,0,0,0,0,0,0,"user,so,kntl",,0,10,39,6,6,Alay,0
61840,user user papa bikinin aq ade ia :)\n\niyuh najis bat papah ew \nneomu neomu jyjyk',0,1,0,0,0,0,0,0,0,0,0,0,"user,user,bikinin,aq,ade,bat,ew",najis,5,25,83,15,15,Anoying,0
61841,dasar sarap',1,1,1,0,0,0,1,0,0,1,0,0,,,0,0,12,2,2,Netral,0
61842,"alhamdulillah... gerakan sprti mas ini yg kami para oknum-oknum penjahat tunggu, smoga makin byk yg golput dan lengserkan jokowi :)",1,0,1,0,0,0,0,0,1,0,0,1,"sprti,yg,smoga,byk,yg",,0,17,131,20,20,Alay,0
61843,barel ada dugaan bom???????????!!!!!!!!!!!',0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,43,4,4,Netral,0
61844,"user user iyah, rezim suka rame2 susah dah'",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,rame2",rezim,5,13,43,8,8,Anoying,0
61845,rt user: sebenarnya aku yang kuat terasa ke perangai manusia yang babi',0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,71,12,12,Netral,0
61846,user alhmdulillah...bang hasil polling google kemarin,0,0,0,0,0,0,0,0,0,0,0,0,user,,0,4,53,6,6,Alay,0
61847,"user solusi? hahahahaha\ndana haji diambil buat infrastruktur, duit bpjs buruh bahkan mau diambil juga.\nrakyat semuanya diperes tapi masih minta solusi juga?\ngoblok lo emang. penjilat tolol'",1,1,1,0,0,0,0,0,1,1,0,0,"user,bpjs,diperes,minta,lo",,0,22,192,25,25,Alay,0
61848,#tki |\n\nhaji uma juga mengucapkan terimakasi kepada ketua kesatuan aneuk nanggroe aceh (kana) di malaysia dan kepada seluruh warga aceh di malaysia yang ikut menyumbang dan membantu proses pemulangan jenazah.\n\nurl,0,0,0,0,0,0,0,0,0,0,0,0,"terimakasi,aneuk",,0,15,217,30,30,Alay,0
61849,user wakil gubernur dki yang hebat,0,0,0,0,0,0,0,0,0,0,0,0,"user,dki",,0,7,34,6,6,Alay,0
61850,si mae mental wor nya keren di teel... lama kelamaan minggat n nyungseb layani gw... apalagi cebong baru netes... wkwkwkwk bisa modar mendadak.... \xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d',1,1,1,0,0,0,0,0,1,1,0,0,"si,wor,n,nyungseb,wkwkwkwk","cebong,modar",11,22,212,24,24,Anoying,0
61851,user coba pap dulu pas sehun lagi nete sama lu. baru w percaya. wkwkwkwk',0,1,0,0,0,0,0,0,0,0,0,0,"user,w",nete,4,5,73,14,14,Anoying,0
61852,al habib zain bin smith berkata: â?? sesungguhnya berkomentar buruk atas ulama dengan menggunjing atau mengadu domba itu termasuk dari dosa- besar. pelakunya dihukumi fasiq dan...,0,0,0,0,0,0,0,0,0,0,0,0,fasiq,,0,5,179,26,26,Alay,0
61853,"program16: pembangunan pusat olahraga, seni, dan budaya di setiap kota/kabupaten. #asyikm3nang user #asyikm3nang",0,0,0,0,0,0,0,0,0,0,0,0,user,,0,4,112,13,13,Alay,0
61854,"&lt;\n\nselama ini kebutuhan yang ia terima berasal dari antek-antek ayahnya, atau mungkin para pegawai yang cari muka pada anak angkat kesayangan isaach yang mulia. hidup mandiri begini cukup menyulitkan dirinya.\n\n&gt;'",0,0,0,0,0,0,0,0,0,0,0,0,isaach,,0,6,222,30,30,Alay,1
61855,jelas ga sekarang hukum spt apa dinegeri ini? ketika dgn jelas didepan mata remaja labil bermata sipit menghina presiden sbg simbol negara ternyata sepi pemberitaan bahkan ada indikasi dianggap kebebasan berekspresi krn dianggap lucu2an..#mikirdaaingmah',1,0,0,1,0,1,0,0,0,0,1,0,"ga,spt,dinegeri,dgn,didepan,sbg,krn",sipit,5,29,254,34,34,Anoying,0
61856,rt user: saat kesabaran diuji. tp dia nya tetep kaya babi',0,1,0,0,0,0,0,0,0,0,0,0,"tp,tetep,kaya",,0,11,58,11,11,Alay,0
61857,rt user: kalau cebong pasti memuji prestasi nya presiden jokowi. \nkalau kampret pasti nyinyir kalau perlu pakai bumbu fitn\xe2\x80\xa6',1,1,0,1,0,0,0,0,1,0,1,0,,"cebong,kampret",13,0,136,19,19,Abusive,0
61858,nasib ulama indonesia juga menyedihkan spt dirohingnya mrk ngritik dikatakan makar dimasukkan ke sel rezim jahat anti islam diktator,1,0,1,0,1,0,0,0,0,1,0,0,"spt,dirohingnya,mrk,ngritik",rezim,5,24,132,19,19,Anoying,0
61859,user sok tau eek cicak',1,1,1,0,0,0,0,0,1,1,0,0,"user,eek",,0,7,23,5,5,Alay,0
61860,"user iyaaa, aku juga agak ngeri kalo belom stabil finansialnya \xf0\x9f\x98\x82 \nbanyak juga temen kita yg pada akhirnya nyerah jadi tki/tkw pas udah menikah mungkin krn butuh biaya buat modal kali ya \xf0\x9f\x98\x96'",0,0,0,0,0,0,0,0,0,0,0,0,"user,kalo,belom,temen,yg,nyerah,udah,krn",,0,33,219,33,33,Alay,0
61861,masalah betul la kulit sensitif ni. pantang sikit je dah jadi monyet',0,1,0,0,0,0,0,0,0,0,0,0,"la,dah",,0,5,69,12,12,Alay,0
61862,"user yaa minimal ga ada kata ""kntl"" dari wor mereka'",0,1,0,0,0,0,0,0,0,0,0,0,"user,yaa,ga,wor",,0,12,52,10,10,Alay,0
61863,user user user anjirr cebong dungu belaga cool sok nasihatin pak user',1,1,1,0,0,0,0,0,1,1,0,0,"user,user,user,anjirr,cool,nasihatin","cebong,dungu",11,31,70,12,12,Anoying,0
61864,semoga panglima tni bisa menyelamatkan nkri dari para penjual aset negara dan dari antek-antek komunis,1,0,0,1,0,1,0,0,0,0,1,0,"tni,nkri",komunis,7,7,102,15,15,Anoying,0
61865,"8. terakhir, adakah tips untuk para #updaters yang ingin menjadi seorang freelance writer? user #kuchat",0,0,0,0,0,0,0,0,0,0,0,0,user,,0,4,103,15,15,Alay,0
61866,gak usah ngomong lah joko. beras saja import. url,1,0,1,0,0,0,0,0,1,1,0,0,"gak,ngomong,url",,0,13,49,9,9,Alay,0
61867,user bocil demen banget pisang nanti lama lama jadi monyet mau?',0,0,0,0,0,0,0,0,0,0,0,0,"user,bocil,demen",monyet,6,14,64,11,11,Anoying,0
61868,"saya sendiri beragama dan agama saya katolik, dia ateis dan kami selalu berbagi berita satu sama lain.\nsuatu hari dia meminta pertolongan saya untuk mentranslate sebuah lagu islami. saya dengan senang hati membantu, dan yah dia akhirnya mempublikasikan",0,0,0,0,0,0,0,0,0,0,0,0,"mentranslate,yah,mempublikasikan",ateis,5,30,253,37,37,Anoying,1
61869,user user inilah efek ajaran bani cingkrang jidat item pantat panci.',1,1,0,1,1,0,0,0,0,0,1,0,"user,user,item","bani,pantat",10,12,69,11,11,Anoying,0
61870,"calon presiden ini janjikan lunasi hutang indonesia, umrah untuk orang yang memilihnya",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,86,12,12,Netral,0
61871,"user malaysia baru milik harapan &amp; rakyat yg menolak rejim najib razak pada pru14 lalu...maaf ya , bukan milik umno bongok'",0,0,0,0,0,0,0,0,0,0,0,0,"user,yg,pru14",rejim,5,11,127,21,21,Anoying,0
61872,"\xf0\x9f\x91\xa6: dek, ak cinta kamu. ak mencintaimu karena allah \xf0\x9f\x99\x8f\n\xf0\x9f\x91\xa7: iyamas .ak jua mencintaimu,tapi.\n\xf0\x9f\x91\xa6: tapi ap lagi? ak wes hijrah rajin ngibadah wes pinter ngaji, wes siap rabi\n\xf0\x9f\x91\xa7: tapi m",0,0,0,0,0,0,0,0,0,0,0,0,"ak,ak,iyamas,ap,ak,wes,ngibadah,wes,pinter,wes,m",,0,38,254,30,30,Alay,0
61873,user cina senang indonesia susah........candaan si encek pendiri csis harry tjan silalahi di thn 80 an,1,0,0,1,0,1,0,0,0,0,1,0,"user,si,thn",,0,9,102,16,16,Alay,0
61874,user gebuk pasukan congor pembuat rusuh. sikat habis jangan kasih kendor mahluk2 sontoloyo itu',1,1,0,1,0,0,0,0,1,0,0,1,"user,mahluk2","congor,sontoloyo",15,11,95,14,14,Anoying,0
61875,"user user di katolik data keluarga sangat rapi. \njadi kalau ada yg pisah harusnya termonitor tidak bisa menghilang begitu saja, karena menyangkut keluarganya.'",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,yg",,0,10,160,23,23,Alay,0
61876,user user semakin nyata anda adalah penghianat bangsa !!! ??? #2019gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0,"user,user,penghianat",,0,18,80,11,11,Alay,0
61877,ngaku islam tapi belain penista agama terus..berkedok pejuang ham...hamburger kaleee..; orangnya die2 juga...mau tau siapa aja?; cekidot..ini kata ustad user,0,0,0,0,0,0,0,0,0,0,0,0,"ngaku,belain,die2,user",,0,19,157,20,20,Alay,0
61878,"user user user dijabarkan sempurna ,juga percuma ,cebong gag ada otaknya'",1,1,0,1,0,0,0,0,1,0,1,0,"user,user,user,gag",,0,15,73,11,11,Alay,0
61879,"user user males sama sendernya, masa ngatain saya sipit. \xf0\x9f\x98\x94'",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,males,ngatain",,0,20,74,10,10,Alay,1
61880,user alah drama bgt dah bangsad',1,1,1,0,0,0,0,0,1,1,0,0,"user,bgt,dah",,0,10,32,6,6,Alay,0
61881,"user user wajarlah ip memuji jokowi, lah dia gubernur bawahannya presiden.; ; dan gue juga bukan kader pks.; ; sudahlah, tak usah memaksakan diri untuk memuji jokowi yang tak punya kemampuan apa-apa...; ; ayo bergabung, #2019gantipresiden",1,0,1,0,0,0,0,0,1,1,0,0,"user,user",,0,8,238,36,36,Alay,0
61882,masyarakat hari ini sudah menjadi sastrawan. melestarikan budaya yg dulu pernah hilang. sehingga membuka mata kepala calon pemilih pemimpin bangsa,0,0,0,0,0,0,0,0,0,0,0,0,yg,,0,2,146,20,20,Alay,0
61883,indonesia jadi republik berisik sejak user presiden... lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,user,,0,4,72,9,9,Alay,0
61884,"suku mosuo di perbatasan cina dan tibet, adalah suku pelaku poliandri (wanita bersuami banyak). kepala keluarga juga dipegang #anehdidunia'",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,139,19,19,Netral,0
61885,"wakil gubernur dki jakarta, user mengatakan, selain aquathlon sejumlah rangkaian acaraâ bakal memeriahkan pencanangan hut dki yang akan digelar di pulau tidung, kepulauan seribu, pada 5-6 mei mendatang.; ;",0,0,0,0,0,0,0,0,0,0,0,0,"dki,user,hut,dki",,0,13,205,29,29,Alay,0
61886,user medali indonesia di olimpiade 90% dipersembahkan oleh orang2 kristen.\n\nmikir....',0,0,0,0,0,0,0,0,0,0,0,0,"user,orang2",,0,10,88,10,10,Alay,0
61887,"frepot msh blm usai pertarungannya, semntara di ring lain rupiah dihajar babak belur, dan di tempat lain politisi ngehek berkampanye ""jokowi"" antek mamarica'",0,0,0,0,0,0,0,0,0,0,0,0,"frepot,msh,blm,semntara",antek,5,20,157,23,23,Anoying,0
61888,user x sangka sebodoh itu pemikiran seorang wanita islam. jijik noks',1,1,1,0,1,0,0,0,0,1,0,0,user,jijik,5,4,69,11,11,Anoying,0
61889,karna dia ga punya program hanya modal bacot doang,1,1,1,0,0,0,0,0,1,1,0,0,"karna,ga",bacot,5,7,50,9,9,Anoying,0
61890,"user welkam ya, itu ada kampret merahnya\n\niya kamu kampretnya.g'",1,1,1,0,0,0,0,0,1,1,0,0,"user,welkam",kampret,7,10,66,9,9,Anoying,0
61891,"orang bodoh belum tentu idiot,\norang idiot belum tentu bodoh.\nhaha'",0,0,0,0,0,0,0,0,0,0,0,0,,"bodoh,idiot",10,0,69,9,9,Abusive,0
61892,kristen sdh di tapir2in diharam-haramin !!,1,0,0,1,1,0,0,0,0,0,1,0,"sdh,tapir2in",,0,11,42,6,6,Alay,0
61893,user user sedang nahan eek.',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,nahan",,0,13,28,5,5,Alay,0
61894,"user user user \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad \nfollowers saya hanya 2, itu juga salah satunya saya paksa.. tp saya bukan tuyul lho... emang lebih seneng baca aja daripada nulis..'",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,tp,emang,seneng,aja",tuyul,5,28,198,26,26,Anoying,1
61895,"nak..kamu lihat ""istana"" di sebrang sana..?; berdoa'lah bersama ayah dan rakyat semuanya nak....; semoga tahun depan pemimpin yg sekarang tinggal di sana....; pulang ke kampung halamanya tidak lagi tinggal di sana..; #2019gantipresiden",1,0,1,0,0,0,0,0,1,1,0,0,"sebrang,yg,halamanya",,0,18,235,32,32,Alay,0
61896,rt user mana harga diri kalian user? lembek kpd antek komunis keras kepada anti. kapolri politic_id,1,0,0,1,0,0,0,0,1,0,1,0,"user,kpd,kapolri","antek,komunis",12,14,99,16,16,Anoying,0
61897,"wilujeng enjing..; hayu ah bari ngopi nonton seni budaya sunda ""wayang golek""; dimana wae anu hadir..?",0,0,0,0,0,0,0,0,0,0,0,0,"wilujeng,hayu,ngopi,nonton,wae",,0,26,102,16,16,Alay,0
61898,"hahaha...tangkap terus, semua ditangkap ya jokowi! url",1,0,1,0,0,0,0,0,1,1,0,0,url,,0,3,54,7,7,Alay,0
61899,"user sekolah yg bener jangan minta free class mulu nik, tar bego kayak gw\xf0\x9f\x98\x82'",0,1,0,0,0,0,0,0,0,0,0,0,"user,yg,bener,minta",bego,4,16,90,14,14,Anoying,0
61900,sombong lu. dulu jomblo aja nangis2 ke gua user dasar maho',1,1,1,0,0,0,0,1,0,1,0,0,"jomblo,aja,nangis2,gua,user",,0,23,59,11,11,Alay,0
61901,"keduanya menganut agama syiwa buddha (perpaduan buddha dan hindu bali). mereka sempat sejahtera, sebelum akhirnya sisi spiritual membuka jalan yang lain.'",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,154,21,21,Netral,0
61902,user yang penting bersih bgst bukan tisu bekas ngelap silit juga kan? hadeh ribet amat sih ppl',0,1,0,0,0,0,0,0,0,0,0,0,"user,bgst,ngelap,hadeh",silit,5,19,95,17,17,Anoying,0
61903,"gubernur ahmad heryawan klaim mtq kali ini paling bagus dan terbaik, pasalnyaâ?¦",0,0,0,0,0,0,0,0,0,0,0,0,mtq,,0,3,80,12,12,Alay,0
61904,sikap politik donal trump dulu menyudutkan umat islam hanya menarik dukungan politik di usa dari yahudi berada di sana. dia terlihat ingin memperbaikinya.',0,0,0,0,0,0,0,0,0,0,0,0,"donal,usa",,0,8,155,23,23,Alay,0
61905,user user user antri dari jam 02.00 edan bonek \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0,"user,user,user,antri",edan,4,17,96,10,10,Anoying,0
61906,smoga persija bisa mnjadi contoh awal klub yg ramah utk saudara kita yg di fabel. dimulai dri panpel yg bisa menyediakan tiket khusus difabel dan cara mendapatkan nya pun lebih mudah. dri pd bangku khusus difabel di dudukin aparat keamanan kan sayang bgt :,0,0,0,0,0,0,0,0,0,0,0,0,"smoga,mnjadi,yg,utk,yg,dri,panpel,yg,dri,pd,dudukin,bgt",,0,44,256,44,44,Alay,1
61907,apa harus di demo berjilid-jliid baru polisi mau meriksa si busuk ini,1,1,1,0,0,0,0,0,1,1,0,0,"meriksa,si",,0,9,69,12,12,Alay,0
61908,iq 200 lihat pelanggaran ham di myanmar 1. usir duta besar myanmar 2. usir org beragama budha di indonesia user user user,1,0,0,1,1,0,0,0,0,0,0,1,"iq,org,budha,user,user,user",,0,22,121,22,22,Alay,0
61909,user ingin ku berkata bangsad:)',0,1,0,0,0,0,0,0,0,0,0,0,user,,0,4,32,5,5,Alay,0
61910,user user politik luar yah bgtu om asal mau berkhianat dan menguntungkan asing ya jngnkan pernghargaan .jabatan super aja bisa ksh oleh aseng',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,yah,bgtu,jngnkan,pernghargaan,aja,ksh",asing,5,40,142,23,23,Anoying,0
